Server_ID,Timestamp,Server_Type,Operating_System,CPU_Usage,Memory_Usage,Disk_Usage,Disk_IO,Network_In_Mbps,Network_Out_Mbps,Network_Latency_ms,Response_Time_ms,Active_Connections,Request_Count,Error_Count,Process_Count,Uptime_Hours,Temperature_C,Day_of_Week,Hour,Performance_Issue
SRV-007,14-03-2026 10:30,File,Linux,72.8,80.46,59.87,66.85,1385.12,941.01,33.67,401.18,811,6653,14,300,340.0,51.56,Saturday,10,0
SRV-010,14-03-2026 11:30,Database,Windows Server,23.87,66.02,55.64,55.47,1754.69,1287.87,20.86,326.43,804,8439,7,152,890.21,46.36,Saturday,11,0
SRV-081,14-03-2026 12:30,Application,Windows Server,68.28,75.27,70.01,62.64,1567.03,1051.68,26.89,278.24,1037,7896,8,279,1195.21,60.64,Saturday,12,0
SRV-044,14-03-2026 15:00,Database,Linux,60.2,77.75,74.09,70.06,1666.29,1204.58,19.72,374.0,862,8642,12,208,695.43,56.375,Saturday,15,0
SRV-093,14-03-2026 16:30,Database,Linux,80.32,59.34,45.18,56.49,1720.73,1254.74,23.63,330.88,834,8594,8,311,326.7,60.05,Saturday,16,0
SRV-099,14-03-2026 19:00,Web,Linux,39.64,56.77,67.21,49.74,1164.78,812.14,24.71,245.21,518,5776,14,230,1302.88,50.28,Saturday,19,0
SRV-055,14-03-2026 20:30,Application,Linux,61.86,66.63,54.16,42.09,1112.4,834.09,27.62,175.3,577,5560,10,202,282.05,50.34,Saturday,20,0
SRV-084,14-03-2026 20:30,Web,Linux,64.7,55.56,43.43,61.21,1129.25,832.05,21.39,229.11,404,5859,12,323,245.58,55.19,Saturday,20,0
SRV-016,14-03-2026 21:30,Web,Windows Server,49.35,80.53,78.64,64.37,1114.37,864.73,12.22,346.94,331,5858,9,221,735.97,56.69,Saturday,21,0
SRV-065,14-03-2026 21:30,Application,Linux,54.73,68.53,47.33,74.45,1110.58,872.43,23.0,312.24,802,5841,13,231,1715.29,54.08,Saturday,21,0
SRV-059,14-03-2026 21:30,Web,Windows Server,39.76,49.79,76.66,48.82,1082.42,816.81,20.33,204.85,577,5703,5,220,590.69,48.44,Saturday,21,0
SRV-030,14-03-2026 22:00,Application,Linux,55.79,58.64,46.22,52.64,1179.96,791.47,20.33,327.05,453,5649,12,163,1355.84,48.98,Saturday,22,0
SRV-046,14-03-2026 23:00,File,Linux,71.98,41.75,61.62,53.3,943.88,715.37,18.27,258.32,419,5097,9,284,316.84,57.66,Saturday,23,0
SRV-005,15-03-2026 01:00,Web,Windows Server,59.86,44.84,71.5,59.17,1101.23,813.83,24.9,252.22,666,5742,5,220,699.31,48.07,Sunday,1,0
SRV-044,15-03-2026 01:30,Database,Linux,56.02,62.61,59.81,69.5,1137.38,840.17,22.02,265.49,655,6063,14,220,653.04,53.0,Sunday,1,0
SRV-007,15-03-2026 02:30,File,Linux,64.79,53.52,50.1,29.21,902.62,734.93,15.03,286.87,235,4960,4,259,805.01,52.72,Sunday,2,0
SRV-031,15-03-2026 03:00,Application,Linux,51.05,57.24,64.08,10.0,1089.75,895.01,24.9,196.41,291,5767,6,277,614.14,53.79,Sunday,3,0
SRV-057,15-03-2026 03:30,Database,Linux,70.03,50.16,36.47,37.54,1210.56,869.09,22.88,293.96,541,5992,11,258,534.47,45.69,Sunday,3,0
SRV-023,15-03-2026 03:30,API,Linux,62.34,43.56,75.5,56.62,1165.95,949.08,15.2,195.23,460,6010,5,298,248.56,53.18,Sunday,3,0
SRV-067,15-03-2026 04:30,Application,Windows Server,66.92,76.08,37.1,64.87,1132.43,787.13,26.52,254.85,714,5626,8,218,226.92,55.46,Sunday,4,0
SRV-077,15-03-2026 05:30,Web,Linux,41.7,66.89,53.14,44.1,1113.39,827.42,21.22,232.62,581,5738,8,221,1175.88,45.37,Sunday,5,0
SRV-072,15-03-2026 06:00,Database,Linux,66.26,59.46,34.51,76.63,1180.5,991.15,21.71,300.8,665,6207,12,219,1352.37,53.15,Sunday,6,0
SRV-036,15-03-2026 08:00,Web,Linux,60.24,56.67,63.84,62.3,1187.12,833.06,25.59,304.85,417,5841,14,218,166.82,52.5,Sunday,8,0
SRV-024,15-03-2026 10:30,API,Linux,70.17,56.48,76.17,73.53,1547.27,1296.95,19.49,306.45,803,8501,9,263,814.18,60.12,Sunday,10,0
SRV-100,15-03-2026 10:30,API,Linux,71.08,54.55,74.48,50.1,1692.29,1273.75,31.73,297.88,605,8432,12,220,747.33,57.76,Sunday,10,0
SRV-064,15-03-2026 11:00,File,Linux,67.59,51.73,56.83,70.61,1275.14,1076.9,23.95,301.35,523,6674,11,230,472.52,58.39,Sunday,11,0
SRV-025,15-03-2026 12:00,File,Linux,59.64,46.58,47.71,55.58,1307.82,964.92,18.29,249.89,688,6645,9,234,1345.25,56.98,Sunday,12,0
SRV-060,15-03-2026 13:30,Web,Windows Server,85.88,72.82,74.75,42.78,1550.79,1206.67,23.27,308.17,842,8337,9,265,522.29,59.94,Sunday,13,0
SRV-023,15-03-2026 14:00,API,Linux,83.77,83.02,72.28,45.37,1637.01,1237.46,24.7,433.26,775,8242,11,330,812.65,57.71,Sunday,14,1
SRV-092,15-03-2026 16:00,Application,Linux,58.26,58.48,32.11,74.92,1516.07,1309.16,31.5,236.51,977,7969,8,214,645.16,59.01,Sunday,16,0
SRV-035,15-03-2026 17:30,Database,Linux,60.08,63.02,53.83,31.48,1660.17,1277.16,17.04,342.06,872,8540,11,224,316.67,50.56,Sunday,17,0
SRV-005,15-03-2026 18:00,Web,Windows Server,64.06,63.73,41.66,32.05,1580.87,1262.76,25.83,327.14,912,8139,9,223,386.07,52.48,Sunday,18,0
SRV-098,15-03-2026 19:00,Web,Windows Server,47.83,67.02,44.65,59.19,1222.68,863.91,25.29,334.47,500,5861,10,158,565.91,53.58,Sunday,19,0
SRV-094,15-03-2026 20:00,Database,Windows Server,68.26,65.1,46.37,56.27,1228.92,926.26,30.25,254.38,489,6190,6,295,785.93,53.56,Sunday,20,0
SRV-054,15-03-2026 21:30,Application,Linux,67.71,42.98,53.5,52.49,1176.23,840.92,30.3,288.56,508,5633,7,223,260.45,61.78,Sunday,21,0
SRV-028,15-03-2026 22:30,Web,Linux,32.26,60.73,75.7,27.8,1125.66,919.35,32.4,286.17,327,5888,6,136,526.59,41.02,Sunday,22,0
SRV-053,15-03-2026 22:30,File,Linux,49.12,55.73,60.37,57.16,1014.06,681.94,24.48,287.7,441,4993,10,280,1211.35,49.2,Sunday,22,0
SRV-049,16-03-2026 00:00,Application,Linux,90.98,56.91,65.23,78.59,1396.57,971.32,27.01,340.17,840,6862,12,306,1204.06,66.52,Monday,0,0
SRV-001,16-03-2026 02:00,File,Windows Server,62.15,66.11,39.56,30.75,1187.16,843.17,23.75,366.39,797,5873,17,237,272.92,58.82,Monday,2,0
SRV-092,16-03-2026 02:30,Application,Linux,56.72,71.06,45.7,71.82,1337.68,1036.37,20.59,363.14,696,6813,18,212,329.77,57.9,Monday,2,0
SRV-077,16-03-2026 03:30,Web,Linux,86.14,63.57,51.2,52.38,1395.16,983.98,21.7,309.47,652,7051,10,336,1194.59,57.87,Monday,3,0
SRV-085,16-03-2026 04:00,Web,Windows Server,72.47,57.42,47.22,43.64,1302.25,1094.22,23.74,292.74,814,7079,5,278,586.45,50.34,Monday,4,0
SRV-066,16-03-2026 05:00,Application,Linux,60.26,51.07,40.56,68.21,1310.01,874.57,19.28,287.0,697,6794,7,247,592.06,54.91,Monday,5,0
SRV-034,16-03-2026 05:30,Database,Linux,69.06,84.04,47.13,66.5,1568.84,1111.49,32.72,409.59,746,7555,17,202,420.39,54.4,Monday,5,0
SRV-096,16-03-2026 06:30,Application,Linux,58.88,44.01,40.1,79.8,1246.08,1011.84,16.8,268.79,605,6938,6,286,698.82,58.88,Monday,6,0
SRV-078,16-03-2026 06:30,Application,Windows Server,73.05,55.04,57.06,46.51,1356.33,1019.33,18.82,364.25,508,6804,11,305,530.67,47.06,Monday,6,0
SRV-046,16-03-2026 06:30,File,Linux,71.27,44.78,73.6,35.96,1204.15,850.27,22.65,274.6,589,5898,12,296,1164.17,59.07,Monday,6,0
SRV-034,16-03-2026 07:30,Database,Linux,74.7,52.45,62.43,56.51,1440.03,1061.57,22.02,274.77,542,7466,6,251,828.19,57.93,Monday,7,0
SRV-093,16-03-2026 08:00,Database,Linux,62.93,57.85,66.23,65.86,1455.63,1073.55,22.65,293.15,609,7330,7,233,610.87,55.57,Monday,8,0
SRV-012,16-03-2026 08:30,API,Linux,53.18,67.43,61.66,48.59,1393.24,1023.64,12.48,170.21,745,7262,12,248,227.19,51.0,Monday,8,0
SRV-027,16-03-2026 10:30,Database,Linux,90.27,70.07,51.29,80.02,2081.79,1603.88,33.4,383.35,1032,11217,7,267,673.53,63.88,Monday,10,0
SRV-049,16-03-2026 12:00,Application,Linux,67.58,72.41,53.98,74.64,1866.45,1470.67,21.42,358.16,926,9831,16,215,319.3,56.46,Monday,12,0
SRV-001,16-03-2026 12:00,File,Windows Server,74.67,84.98,54.32,62.12,1508.89,1230.23,30.01,343.86,799,8113,13,325,383.34,56.31,Monday,12,0
SRV-029,16-03-2026 12:30,Web,Linux,86.21,70.33,59.68,93.7,1980.65,1519.43,38.13,376.04,1334,10290,12,274,1188.71,60.25,Monday,12,0
SRV-006,16-03-2026 13:30,API,Windows Server,94.23,56.75,52.6,60.35,2055.99,1539.65,27.77,314.49,1106,10699,11,289,522.04,62.55,Monday,13,0
SRV-097,16-03-2026 13:30,Database,Linux,97.68,80.91,53.98,85.6,2204.23,1655.41,31.31,424.09,1072,10980,12,352,1196.27,66.7,Monday,13,1
SRV-077,16-03-2026 14:30,Web,Linux,71.06,77.63,78.27,82.95,1976.78,1580.29,22.5,339.23,1120,10542,15,252,302.21,56.84,Monday,14,0
SRV-068,16-03-2026 14:30,Database,Windows Server,74.04,82.23,43.44,70.53,2120.35,1632.83,24.37,277.4,924,11085,12,241,417.69,54.71,Monday,14,0
SRV-009,16-03-2026 15:00,Web,Linux,77.67,86.37,53.2,70.82,1996.1,1513.6,22.69,324.95,765,10382,20,295,680.01,58.33,Monday,15,0
SRV-066,16-03-2026 17:30,Application,Linux,66.2,67.35,38.94,95.01,1885.85,1485.34,32.13,355.63,1062,10123,17,358,851.02,53.23,Monday,17,0
SRV-060,16-03-2026 18:00,Web,Windows Server,58.99,74.68,44.85,62.75,2021.12,1497.97,20.11,281.63,753,10461,8,250,492.84,60.79,Monday,18,0
SRV-051,16-03-2026 20:30,Web,Windows Server,65.83,67.95,47.09,51.0,1194.56,1032.35,23.05,306.48,521,7043,9,205,904.09,56.77,Monday,20,0
SRV-045,16-03-2026 20:30,File,Linux,49.12,52.97,54.89,46.01,1155.25,813.48,19.34,314.13,494,5972,12,232,523.52,44.6,Monday,20,0
SRV-060,16-03-2026 20:30,Web,Windows Server,74.63,52.44,53.56,50.44,1262.34,974.16,25.18,298.66,847,6984,7,298,763.36,57.55,Monday,20,0
SRV-054,16-03-2026 21:00,Application,Linux,62.34,68.36,47.72,68.9,1450.24,1038.62,27.59,296.25,757,6992,15,238,657.68,55.98,Monday,21,0
SRV-011,16-03-2026 21:30,Database,Linux,50.49,57.39,55.49,61.75,1477.62,1123.11,20.04,251.35,673,7310,10,220,126.31,52.1,Monday,21,0
SRV-020,16-03-2026 22:00,Application,Linux,66.2,59.7,52.27,58.24,1330.62,994.73,18.09,322.36,420,6802,12,287,756.82,49.69,Monday,22,0
SRV-007,16-03-2026 22:30,File,Linux,66.4,48.08,76.22,53.47,1147.5,938.53,27.88,287.9,452,5992,5,235,288.94,59.16,Monday,22,0
SRV-029,16-03-2026 23:30,Web,Linux,71.47,52.07,62.22,60.31,1393.76,1014.85,24.22,318.88,698,7143,10,219,253.63,51.37,Monday,23,0
SRV-094,17-03-2026 00:00,Database,Windows Server,47.58,63.4,50.58,60.03,1415.17,1138.86,21.6,282.74,674,7460,7,220,1086.81,49.34,Tuesday,0,0
SRV-042,17-03-2026 01:30,File,Linux,64.79,48.93,71.52,60.72,1117.92,901.65,17.86,253.95,408,6039,5,216,796.92,57.56,Tuesday,1,0
SRV-051,17-03-2026 02:00,Web,Windows Server,59.35,59.95,49.92,57.9,1345.83,1025.56,25.17,249.8,362,7103,7,325,1022.79,56.32,Tuesday,2,0
SRV-049,17-03-2026 02:00,Application,Linux,77.21,56.65,45.58,46.85,1374.22,1037.16,21.39,251.95,320,6927,8,260,1178.23,55.9,Tuesday,2,0
SRV-066,17-03-2026 02:00,Application,Linux,47.06,73.5,41.37,38.58,1326.05,991.94,20.64,280.34,799,6882,8,183,766.21,52.29,Tuesday,2,0
SRV-091,17-03-2026 03:00,Web,Windows Server,59.34,57.85,78.92,58.38,1342.17,1017.31,21.49,301.25,716,7018,9,272,804.66,52.51,Tuesday,3,0
SRV-025,17-03-2026 03:00,File,Linux,69.5,60.68,51.99,68.94,1131.88,840.19,21.38,302.73,572,5803,9,328,730.94,63.63,Tuesday,3,0
SRV-073,17-03-2026 03:30,API,Linux,54.97,53.14,42.46,51.64,1491.96,1091.18,23.95,249.24,643,7221,9,189,1007.63,53.52,Tuesday,3,0
SRV-073,17-03-2026 05:30,API,Linux,67.65,62.57,46.55,45.47,1364.03,1023.04,21.59,282.44,585,7268,7,336,783.62,56.97,Tuesday,5,0
SRV-081,17-03-2026 05:30,Application,Windows Server,83.53,64.09,39.5,92.83,1356.83,925.56,23.17,354.03,719,6873,11,246,546.17,62.99,Tuesday,5,0
SRV-019,17-03-2026 07:30,File,Linux,62.25,45.26,45.4,41.52,1023.75,816.03,23.16,258.57,811,5855,12,223,371.4,52.06,Tuesday,7,0
SRV-029,17-03-2026 08:00,Web,Linux,58.26,60.67,44.21,55.82,1371.63,943.21,25.14,299.3,579,6944,12,296,1087.42,48.11,Tuesday,8,0
SRV-017,17-03-2026 08:00,Application,Windows Server,58.3,62.67,60.01,56.8,1264.36,1010.82,33.18,324.85,579,6750,22,185,391.44,50.73,Tuesday,8,0
SRV-046,17-03-2026 08:30,File,Linux,69.89,57.6,49.8,50.57,1142.1,933.69,31.24,284.52,670,5862,10,309,960.32,57.98,Tuesday,8,0
SRV-057,17-03-2026 10:00,Database,Linux,99.0,89.41,69.91,62.76,2211.55,1522.47,29.67,302.16,1033,11049,15,316,728.54,62.23,Tuesday,10,0
SRV-061,17-03-2026 10:00,Application,Linux,70.79,70.57,44.16,85.25,1980.96,1501.05,18.79,316.74,718,10259,11,301,792.06,54.54,Tuesday,10,0
SRV-008,17-03-2026 10:00,File,Linux,51.57,49.98,62.73,60.2,1602.08,1207.87,16.15,299.12,747,8319,7,229,1067.87,55.61,Tuesday,10,0
SRV-001,17-03-2026 11:30,File,Windows Server,67.45,73.9,66.46,75.93,1550.46,1232.54,34.18,342.28,759,8090,15,290,370.07,56.375,Tuesday,11,0
SRV-021,17-03-2026 12:30,File,Linux,67.45,77.99,70.45,65.43,1619.05,1230.57,27.52,372.46,749,8304,19,261,1273.3,54.1,Tuesday,12,0
SRV-071,17-03-2026 16:30,Web,Linux,78.13,62.71,47.5,57.48,2060.06,1499.9,31.31,360.02,919,10351,7,257,697.26,56.86,Tuesday,16,0
SRV-033,17-03-2026 17:00,Database,Linux,47.35,76.24,56.09,82.54,2210.65,1649.09,30.84,351.41,1207,11163,12,154,983.86,50.28,Tuesday,17,0
SRV-081,17-03-2026 17:30,Application,Windows Server,52.24,64.44,37.79,73.2,1971.5,1570.34,31.61,246.55,955,9988,2,249,1333.86,51.0,Tuesday,17,0
SRV-034,17-03-2026 17:30,Database,Linux,95.61,71.23,61.6,83.24,2208.41,1705.65,28.71,365.88,1072,11164,15,313,717.29,66.77,Tuesday,17,0
SRV-043,17-03-2026 18:00,Application,Windows Server,89.87,75.42,52.25,77.79,1980.47,1452.14,30.02,354.12,1020,9937,11,290,1381.11,59.74,Tuesday,18,0
SRV-033,17-03-2026 19:30,Database,Linux,66.95,61.75,58.26,54.0,1455.65,1031.72,26.59,262.09,856,7477,10,272,1315.18,62.82,Tuesday,19,0
SRV-002,17-03-2026 22:30,Database,Windows Server,57.0,40.01,49.69,57.49,1472.88,1074.56,27.07,232.1,809,7292,6,239,1685.91,54.86,Tuesday,22,0
SRV-056,17-03-2026 22:30,File,Windows Server,62.07,64.71,44.62,68.84,1110.57,796.82,29.89,293.85,518,5876,11,283,688.44,49.75,Tuesday,22,0
SRV-087,17-03-2026 23:30,Application,Linux,60.83,54.08,74.36,25.92,1348.78,947.62,15.33,270.71,678,6786,9,239,572.5,52.41,Tuesday,23,0
SRV-021,18-03-2026 00:30,File,Linux,75.48,55.41,64.54,37.4,1113.41,880.67,26.0,334.14,621,5912,14,266,579.55,57.4,Wednesday,0,0
SRV-045,18-03-2026 00:30,File,Linux,50.68,43.32,34.85,74.57,1117.04,917.16,28.2,323.61,788,5982,8,279,559.64,50.97,Wednesday,0,0
SRV-062,18-03-2026 04:00,Database,Windows Server,68.62,75.06,43.16,58.26,1423.74,1127.98,18.99,308.48,748,7509,17,226,796.4,59.27,Wednesday,4,0
SRV-014,18-03-2026 04:00,File,Linux,46.96,47.94,63.61,72.37,1141.33,856.95,20.31,267.46,668,5845,9,256,554.46,56.61,Wednesday,4,0
SRV-011,18-03-2026 04:30,Database,Linux,54.5,64.16,52.7,63.32,1494.16,1044.1,32.42,302.16,923,7408,9,182,560.67,49.98,Wednesday,4,0
SRV-059,18-03-2026 04:30,Web,Windows Server,74.47,67.09,41.27,53.85,1363.82,1048.11,27.87,340.04,668,7174,15,271,446.01,59.89,Wednesday,4,0
SRV-032,18-03-2026 05:00,API,Windows Server,77.23,67.26,59.17,53.08,1442.61,1051.16,20.81,293.12,518,7276,10,309,1029.02,56.04,Wednesday,5,0
SRV-032,18-03-2026 05:30,API,Windows Server,71.29,62.07,44.66,55.14,1334.34,1036.41,21.4,299.46,854,7190,13,297,748.09,58.02,Wednesday,5,0
SRV-039,18-03-2026 07:00,Web,Windows Server,69.05,51.4,65.85,56.75,1269.23,1024.94,18.51,299.95,349,7056,8,268,160.22,58.5,Wednesday,7,0
SRV-039,18-03-2026 07:30,Web,Windows Server,76.76,54.59,68.16,90.56,1323.48,989.76,30.88,251.57,786,7085,14,283,529.23,58.42,Wednesday,7,0
SRV-050,18-03-2026 07:30,Web,Linux,63.98,44.68,63.51,45.85,1242.59,1017.38,31.13,238.87,651,7049,11,275,543.12,51.91,Wednesday,7,0
SRV-081,18-03-2026 08:00,Application,Windows Server,49.12,59.49,31.64,39.57,1312.43,986.41,23.89,293.51,373,6841,6,229,1516.91,52.93,Wednesday,8,0
SRV-071,18-03-2026 10:00,Web,Linux,81.76,52.43,69.0,88.41,1995.19,1541.21,30.72,312.32,880,10228,6,336,294.8,57.31,Wednesday,10,0
SRV-015,18-03-2026 10:30,Database,Linux,64.93,72.55,44.56,93.41,2110.6,1691.39,33.21,314.82,1318,10914,9,248,597.3,64.56,Wednesday,10,0
SRV-009,18-03-2026 12:00,Web,Linux,85.94,67.25,57.03,79.62,2090.93,1483.18,22.7,340.12,1111,10283,12,268,262.79,72.26,Wednesday,12,0
SRV-093,18-03-2026 12:30,Database,Linux,76.46,77.35,88.87,81.33,2192.8,1648.48,29.59,295.8,1191,11044,10,245,708.82,57.89,Wednesday,12,0
SRV-099,18-03-2026 13:00,Web,Linux,79.51,81.38,55.11,77.63,1979.1,1453.66,24.84,355.41,986,10524,16,300,700.87,61.92,Wednesday,13,0
SRV-015,18-03-2026 13:30,Database,Linux,71.14,90.16,62.24,61.32,2181.3,1620.01,26.68,371.9,1116,10960,13,287,978.84,59.46,Wednesday,13,0
SRV-083,18-03-2026 13:30,File,Linux,61.82,80.98,68.6,70.26,1655.53,1179.6,20.02,247.19,710,7962,7,253,735.09,54.02,Wednesday,13,0
SRV-017,18-03-2026 14:30,Application,Windows Server,77.81,74.72,65.75,95.61,1941.03,1391.39,28.86,339.24,1262,9940,16,264,787.75,61.38,Wednesday,14,0
SRV-020,18-03-2026 16:00,Application,Linux,77.06,67.28,48.64,80.8,1975.99,1464.28,28.11,271.42,946,10009,11,328,1428.06,65.15,Wednesday,16,0
SRV-010,18-03-2026 16:30,Database,Windows Server,84.98,96.49,34.55,86.5,2215.6,1577.22,24.84,386.33,1125,11067,13,285,440.03,59.84,Wednesday,16,1
SRV-080,18-03-2026 17:30,File,Windows Server,55.69,74.49,88.56,54.64,1680.69,1192.83,21.56,266.83,799,8320,8,323,1239.85,53.37,Wednesday,17,0
SRV-089,18-03-2026 19:00,Web,Windows Server,78.99,56.03,55.56,36.44,1372.72,1029.3,34.21,284.07,602,6924,14,317,309.93,62.9,Wednesday,19,0
SRV-073,18-03-2026 19:00,API,Linux,43.42,68.83,50.07,67.01,1380.09,983.86,18.15,263.06,920,7044,15,260,467.0,52.31,Wednesday,19,0
SRV-003,18-03-2026 19:30,API,Linux,52.99,65.33,47.01,39.64,1477.76,1101.86,18.44,189.15,628,7250,6,246,578.46,51.53,Wednesday,19,0
SRV-039,18-03-2026 21:30,Web,Windows Server,79.38,61.62,30.77,45.85,1324.3,1011.69,18.99,274.82,717,7040,12,362,957.65,56.76,Wednesday,21,0
SRV-007,18-03-2026 22:00,File,Linux,56.46,67.7,64.26,50.78,1111.08,782.5,30.44,268.48,713,5819,6,225,506.74,50.01,Wednesday,22,0
SRV-023,18-03-2026 22:00,API,Linux,61.64,78.18,58.22,43.83,1461.68,1044.54,35.51,302.35,679,7061,7,221,803.53,57.75,Wednesday,22,0
SRV-041,18-03-2026 23:30,Database,Linux,72.07,67.29,54.07,78.26,1515.99,1127.63,14.63,274.43,717,7422,6,281,370.84,56.84,Wednesday,23,0
SRV-092,19-03-2026 00:00,Application,Linux,72.91,58.69,51.13,59.49,1243.52,1010.27,23.76,325.09,737,6633,12,306,273.75,52.45,Thursday,0,0
SRV-081,19-03-2026 00:00,Application,Windows Server,79.29,65.91,50.15,30.76,1371.17,979.73,23.1,320.54,632,6716,11,308,711.22,54.04,Thursday,0,0
SRV-009,19-03-2026 01:00,Web,Linux,41.65,64.34,50.72,43.14,1304.21,983.1,20.14,183.12,494,7035,6,270,834.26,46.88,Thursday,1,0
SRV-097,19-03-2026 01:00,Database,Linux,80.19,69.04,44.0,99.0,1465.72,1133.0,32.4,308.16,990,7472,12,288,682.74,57.1,Thursday,1,0
SRV-041,19-03-2026 03:00,Database,Linux,73.85,68.18,47.93,46.83,1368.65,1021.2,30.86,359.3,869,7354,8,255,214.97,53.67,Thursday,3,0
SRV-093,19-03-2026 06:00,Database,Linux,69.67,67.63,77.26,62.63,1463.06,1045.49,18.58,306.16,610,7346,14,276,881.56,56.77,Thursday,6,0
SRV-065,19-03-2026 08:30,Application,Linux,72.7,59.53,65.42,40.57,1290.66,954.87,22.58,293.48,640,6763,11,236,656.09,47.89,Thursday,8,0
SRV-055,19-03-2026 09:00,Application,Linux,93.59,65.12,64.24,97.77,1934.68,1401.46,36.11,389.09,1117,9953,12,290,413.5,64.39,Thursday,9,1
SRV-057,19-03-2026 10:00,Database,Linux,73.08,89.42,63.72,77.86,2178.22,1581.05,22.88,347.1,1207,11004,14,280,1193.86,55.68,Thursday,10,0
SRV-053,19-03-2026 10:30,File,Linux,86.02,84.83,39.47,36.34,1617.58,1262.45,33.58,306.23,1010,8399,12,325,601.99,62.64,Thursday,10,0
SRV-045,19-03-2026 10:30,File,Linux,82.34,61.63,59.63,75.25,1499.31,1166.51,25.69,357.6,535,8113,11,343,432.0,58.63,Thursday,10,0
SRV-036,19-03-2026 11:00,Web,Linux,78.08,90.13,65.62,64.46,1936.8,1521.79,26.8,432.35,990,10274,23,317,643.31,53.53,Thursday,11,1
SRV-055,19-03-2026 11:30,Application,Linux,99.0,80.77,51.97,64.84,2056.77,1450.72,32.93,370.0,1031,9990,19,381,1030.87,71.08,Thursday,11,0
SRV-008,19-03-2026 12:00,File,Linux,72.49,57.76,39.37,69.63,1610.02,1235.92,28.37,293.52,788,8260,10,273,1991.92,57.65,Thursday,12,0
SRV-053,19-03-2026 12:30,File,Linux,86.8,52.59,46.94,74.14,1546.41,1306.01,33.18,344.54,823,8299,13,311,1442.28,65.05,Thursday,12,0
SRV-098,19-03-2026 15:30,Web,Windows Server,75.56,70.84,31.2,95.78,1918.21,1415.39,30.46,327.88,1230,10202,14,217,666.07,63.2,Thursday,15,0
SRV-029,19-03-2026 15:30,Web,Linux,56.74,69.86,52.43,80.47,2137.59,1555.56,37.02,305.41,1183,10257,15,320,1496.68,54.2,Thursday,15,0
SRV-005,19-03-2026 16:30,Web,Windows Server,80.46,78.21,54.48,82.94,2064.86,1478.86,27.3,340.68,980,10336,11,314,741.92,56.43,Thursday,16,0
SRV-080,19-03-2026 16:30,File,Windows Server,72.49,64.54,74.77,50.67,1535.44,1211.2,19.49,299.38,555,8188,8,270,858.28,53.71,Thursday,16,0
SRV-065,19-03-2026 17:00,Application,Linux,82.83,79.45,69.52,67.18,1970.82,1474.35,29.64,308.83,1017,10147,8,320,196.12,65.28,Thursday,17,0
SRV-034,19-03-2026 19:00,Database,Linux,77.07,74.61,44.55,56.03,1434.33,1061.7,32.29,358.03,768,7598,15,271,885.38,56.81,Thursday,19,0
SRV-074,19-03-2026 20:00,Web,Windows Server,71.81,75.24,77.48,59.86,1256.29,986.21,22.78,322.46,454,7133,13,277,605.85,52.55,Thursday,20,0
SRV-023,19-03-2026 20:30,API,Linux,45.61,53.77,45.42,60.87,1521.6,1114.83,19.52,315.17,656,7241,8,309,349.22,50.72,Thursday,20,0
SRV-098,19-03-2026 22:00,Web,Windows Server,74.03,58.96,55.83,49.37,1380.32,926.38,25.4,303.58,411,6983,11,265,320.39,52.4,Thursday,22,0
SRV-056,19-03-2026 22:30,File,Windows Server,65.13,52.95,55.75,43.65,1082.74,815.41,18.01,220.41,532,5904,11,259,451.44,55.31,Thursday,22,0
SRV-083,19-03-2026 23:00,File,Linux,50.89,59.59,40.61,27.18,1161.81,966.98,18.26,246.96,542,5920,13,246,1330.01,49.47,Thursday,23,0
SRV-004,19-03-2026 23:30,Application,Windows Server,68.06,48.15,56.11,65.2,1433.04,1033.84,28.24,268.38,675,6829,8,211,1101.48,57.69,Thursday,23,0
SRV-028,20-03-2026 01:00,Web,Linux,50.53,47.85,52.87,52.12,1364.37,998.11,25.62,189.44,481,7007,9,158,312.81,40.23,Friday,1,0
SRV-065,20-03-2026 01:30,Application,Linux,63.88,57.65,55.58,66.32,1272.97,1049.01,23.81,300.98,561,6771,16,216,919.28,56.45,Friday,1,0
SRV-018,20-03-2026 01:30,Web,Windows Server,78.8,45.5,53.04,71.74,1302.88,1013.38,31.29,319.4,770,7073,16,272,508.38,59.1,Friday,1,0
SRV-023,20-03-2026 03:00,API,Linux,55.81,65.5,56.43,63.01,1451.89,1037.04,27.42,302.34,655,7213,10,220,545.55,52.9,Friday,3,0
SRV-080,20-03-2026 03:00,File,Windows Server,42.57,62.11,65.99,64.13,1202.42,790.78,12.52,222.12,528,5896,5,209,634.87,52.78,Friday,3,0
SRV-084,20-03-2026 04:00,Web,Linux,75.63,50.62,65.77,74.31,1350.12,1039.01,22.85,309.34,625,7049,9,274,872.51,62.68,Friday,4,0
SRV-073,20-03-2026 05:00,API,Linux,49.16,70.8,53.71,53.42,1402.18,1166.88,11.24,201.33,619,7417,5,357,2655.16,55.28,Friday,5,0
SRV-061,20-03-2026 06:00,Application,Linux,58.62,48.83,42.4,57.76,1371.23,1037.53,23.75,274.18,564,6829,4,164,307.37,59.38,Friday,6,0
SRV-022,20-03-2026 06:00,Database,Linux,52.13,69.29,57.38,46.32,1586.97,979.61,23.5,228.49,723,7424,4,223,730.28,51.59,Friday,6,0
SRV-031,20-03-2026 06:00,Application,Linux,84.64,46.81,58.26,36.84,1333.0,1003.09,25.27,335.88,637,6846,15,253,387.18,60.65,Friday,6,0
